chunk,record,target_done,reference_checked,note
0,123,1,1,
0,124,1,1,
0,125,1,1,
0,126,1,1,
0,127,1,1,
0,128,1,1,
0,129,1,1,
0,130,1,1,
0,131,1,1,
0,132,1,1,
0,133,1,1,
0,134,1,1,
0,135,1,1,
0,136,1,1,
0,137,1,1,
0,138,1,1,
0,139,1,1,
0,140,1,1,
0,141,1,1,
0,142,1,1,
0,143,1,1,
0,144,1,1,
0,145,1,1,
0,146,1,1,
0,147,1,1,
0,148,1,1,
0,149,1,1,
0,150,1,1,
0,151,1,1,
0,152,1,1,
0,153,1,1,
0,154,1,1,
0,155,1,1,
0,156,1,1,
0,157,1,1,
0,158,1,1,
0,159,1,1,
0,160,1,1,
0,161,1,1,
0,162,1,1,
0,163,1,1,
0,164,1,1,
0,165,1,1,
0,166,1,1,
0,167,1,1,
0,168,1,1,
0,169,1,1,
0,170,1,1,
0,171,1,1,
0,172,1,1,
0,173,1,1,
0,174,1,1,
0,175,1,1,
0,176,1,1,
0,177,1,1,
0,178,1,1,
0,179,1,1,
0,180,1,1,
0,181,1,1,
0,182,1,1,
0,183,1,1,
0,184,1,1,
0,185,1,1,
0,186,1,1,
0,187,1,1,
0,188,1,1,
0,189,1,1,
0,190,1,1,
0,191,1,1,
0,192,1,1,
0,193,1,1,
0,194,1,1,
0,195,1,1,
0,196,1,1,
0,197,1,1,
0,198,1,1,
0,199,1,1,
0,200,1,1,
0,201,1,1,
0,202,1,1,
0,203,1,1,
0,204,1,1,
1,1,1,1,
1,2,1,1,
1,3,1,1,
1,4,1,1,
1,5,1,1,
1,6,1,1,
1,7,1,1,
1,8,1,1,
1,9,1,1,
1,10,1,1,
1,11,1,1,
1,12,1,1,
1,13,1,1,
1,14,1,1,
1,15,1,1,
1,16,1,1,
1,17,1,1,
1,18,1,1,
1,19,1,1,
1,20,1,1,
1,21,1,1,
1,22,1,1,
1,23,1,1,
1,24,1,1,
1,25,1,1,
1,26,1,1,
1,27,1,1,
1,28,1,1,
1,29,1,1,
1,30,1,1,
1,31,1,1,
1,32,1,1,
1,33,1,1,
1,34,1,1,
1,35,1,1,
1,36,1,1,
1,37,1,1,
1,38,1,1,
1,39,1,1,
1,40,1,1,
1,41,1,1,
1,42,1,1,
1,43,1,1,
1,44,1,1,
1,45,1,1,
1,46,1,1,
1,47,1,1,
1,48,1,1,
1,49,1,1,
1,50,1,1,
1,51,1,1,
1,52,1,1,
1,53,1,1,
1,54,1,1,
1,55,1,1,
1,56,1,1,
1,57,1,1,
1,58,1,1,
1,59,1,1,
1,60,1,1,
1,61,1,1,
1,62,1,1,
1,63,1,1,
1,64,1,1,
1,65,1,1,
1,66,1,1,
1,67,1,1,
1,68,1,1,
1,69,1,1,
1,70,1,1,
1,71,1,1,
1,72,1,1,
1,73,1,1,
1,74,1,1,
1,75,1,1,
1,76,1,1,
1,77,1,1,
1,78,1,1,
1,79,1,1,
1,80,1,1,
1,81,1,1,
1,82,1,1,
1,83,1,1,
1,84,1,1,
1,85,1,1,
1,86,1,1,
1,87,1,1,
1,88,1,1,
1,89,1,1,
1,90,1,1,
1,91,1,1,
1,92,1,1,
1,93,1,1,
1,94,1,1,
1,95,1,1,
1,96,1,1,
1,97,1,1,
1,98,1,1,
1,99,1,1,
1,100,1,1,
1,101,1,1,
1,102,1,1,
1,103,1,1,
1,104,1,1,
1,105,1,1,
1,106,1,1,
1,107,1,1,
1,108,1,1,
1,109,1,1,
1,110,1,1,
1,111,1,1,
1,112,1,1,
1,113,1,1,
1,114,1,1,
1,115,1,1,
1,116,1,1,
1,117,1,1,
1,118,1,1,
1,119,1,1,
1,120,1,1,
1,121,1,1,
1,122,1,1,
1,123,1,1,
2,1,1,1,
2,2,1,1,
2,3,1,1,
2,4,1,1,
2,5,1,1,
2,6,1,1,
2,7,1,1,
2,8,1,1,
2,9,1,1,
2,10,1,1,
2,11,1,1,
2,12,1,1,
2,13,1,1,
2,14,1,1,
2,15,1,1,
2,16,1,1,
2,17,1,1,
2,18,1,1,
2,19,1,1,
2,20,1,1,
2,21,1,1,
2,22,1,1,
2,23,1,1,
2,24,1,1,
2,25,1,1,
2,26,1,1,
2,27,1,1,
2,28,1,1,
2,29,1,1,
2,30,1,1,
2,31,1,1,
2,32,1,1,
2,33,1,1,
2,34,1,1,
2,35,1,1,
2,36,1,1,
2,37,1,1,
2,38,1,1,
2,39,1,1,
2,40,1,1,
2,41,1,1,
2,42,1,1,
2,43,1,1,
2,44,1,1,
2,45,1,1,
2,46,1,1,
2,47,1,1,
2,48,1,1,
2,49,1,1,
2,50,1,1,
2,51,1,1,
2,52,1,1,
2,53,1,1,
2,54,1,1,
2,55,1,1,
2,56,1,1,
2,57,1,1,
2,58,1,1,
2,59,1,1,
2,60,1,1,
2,61,1,1,
2,62,1,1,
2,63,1,1,
2,64,1,1,
2,65,1,1,
2,66,1,1,
2,67,1,1,
2,68,1,1,
2,69,1,1,
2,70,1,1,
2,71,1,1,
2,72,1,1,
2,73,1,1,
2,74,1,1,
2,75,1,1,
2,76,1,1,
2,77,1,1,
2,78,1,1,
2,79,1,1,
2,80,1,1,
2,81,1,1,
2,82,1,1,
2,83,1,1,
2,84,1,1,
2,85,1,1,
2,86,1,1,
2,87,1,1,
2,88,1,1,
2,89,1,1,
2,90,1,1,
2,91,1,1,
2,92,1,1,
2,93,1,1,
2,94,1,1,
2,95,1,1,
2,96,1,1,
2,97,1,1,
2,98,1,1,
2,99,1,1,
2,100,1,1,
2,101,1,1,
2,102,1,1,
2,103,1,1,
2,104,1,1,
2,105,1,1,
2,106,1,1,
2,107,1,1,
2,108,1,1,
2,109,1,1,
2,110,1,1,
2,111,1,1,
2,112,1,1,
2,113,1,1,
2,114,1,1,
2,115,1,1,
2,116,1,1,
2,117,1,1,
2,118,1,1,
2,119,1,1,
2,120,1,1,
2,121,1,1,
2,122,1,1,
2,123,1,1,
2,124,1,1,
2,125,1,1,
2,126,1,1,
2,127,1,1,
2,128,1,1,
2,129,1,1,
2,130,1,1,
2,131,1,1,
2,132,1,1,
2,133,1,1,
2,134,1,1,
2,135,1,1,
37,1,1,1,
37,2,1,1,
37,3,1,1,
37,4,1,1,
37,5,1,1,
37,6,1,1,
37,7,1,1,
37,8,1,1,
37,9,1,1,
37,10,1,1,
37,11,1,1,
37,12,1,1,
37,13,1,1,
37,14,1,1,
37,15,1,1,
37,16,1,1,
37,17,1,1,
37,18,1,1,
37,19,1,1,
37,20,1,1,
37,21,1,1,
37,22,1,1,
37,23,1,1,
37,24,1,1,
37,25,1,1,
37,26,1,1,
37,27,1,1,
37,28,1,1,
37,29,1,1,
37,30,1,1,
37,31,1,1,
37,32,1,1,
37,33,1,1,
37,34,1,1,
37,35,1,1,
37,36,1,1,
37,37,1,1,
45,1,1,1,
45,2,1,1,
45,3,1,1,
45,4,1,1,
45,5,1,1,
45,6,1,1,
45,7,1,1,
45,8,1,1,
45,9,1,1,
45,10,1,1,
45,11,1,1,
45,12,1,1,
45,13,1,1,
45,14,1,1,
45,15,1,1,
45,16,1,1,
45,17,1,1,
45,18,1,1,
45,19,1,1,
45,20,1,1,
45,21,1,1,
45,22,1,1,
45,23,1,1,
45,24,1,1,
45,25,1,1,
45,26,1,1,
45,27,1,1,
45,28,1,1,
45,29,1,1,
45,30,1,1,
45,31,1,1,
45,32,1,1,
45,33,1,1,
45,34,1,1,
45,35,1,1,
45,36,1,1,
45,37,1,1,
45,38,1,1,
45,39,1,1,
45,40,1,1,
45,41,1,1,
45,42,1,1,
45,43,1,1,
45,44,1,1,
45,45,1,1,
45,46,1,1,
45,47,1,1,
45,48,1,1,
45,49,1,1,
45,50,1,1,
45,51,1,1,
46,1,1,1,
46,2,1,1,
46,3,1,1,
46,4,1,1,
46,5,1,1,
46,6,1,1,
46,7,1,1,
46,8,1,1,
46,9,1,1,
46,10,1,1,
46,11,1,1,
46,12,1,1,
46,13,1,1,
46,14,1,1,
46,15,1,1,
46,16,1,1,
46,17,1,1,
46,18,1,1,
87,1,1,1,
87,2,1,1,
87,3,1,1,
87,4,1,1,
87,5,1,1,
87,6,1,1,
87,7,1,1,
87,8,1,1,
87,9,1,1,
87,10,1,1,
87,11,1,1,
87,12,1,1,
87,13,1,1,
87,14,1,1,
87,15,1,1,
87,16,1,1,
87,17,1,1,
87,18,1,1,
87,19,1,1,
87,20,1,1,
87,21,1,1,
87,22,1,1,
87,23,1,1,
87,24,1,1,
87,25,1,1,
87,26,1,1,
87,27,1,1,
87,28,1,1,
87,29,1,1,
87,30,1,1,
87,31,1,1,
87,32,1,1,
87,33,1,1,
87,34,1,1,
87,35,1,1,
87,36,1,1,
87,37,1,1,
87,38,1,1,
87,39,1,1,
87,40,1,1,
87,41,1,1,
87,42,1,1,
87,43,1,1,
87,44,1,1,
87,45,1,1,
87,46,1,1,
87,47,1,1,
87,48,1,1,
88,1,1,1,
88,2,1,1,
88,3,1,1,
88,4,1,1,
88,5,1,1,
88,6,1,1,
88,7,1,1,
88,8,1,1,
88,9,1,1,
88,10,1,1,
88,11,1,1,
88,12,1,1,
88,13,1,1,
88,14,1,1,
88,15,1,1,
88,16,1,1,
88,17,1,1,
88,18,1,1,
88,19,1,1,
88,20,1,1,
88,21,1,1,
88,22,1,1,
88,23,1,1,
88,24,1,1,
88,25,1,1,
88,26,1,1,
88,27,1,1,
88,28,1,1,
88,29,1,1,
88,30,1,1,
88,31,1,1,
88,32,1,1,
88,33,1,1,
88,34,1,1,
88,35,1,1,
88,36,1,1,
88,37,1,1,
88,38,1,1,
88,39,1,1,
88,40,1,1,
88,41,1,1,
88,42,1,1,
88,43,1,1,
88,44,1,1,
88,45,1,1,
88,46,1,1,
88,47,1,1,
88,48,1,1,
88,49,1,1,
88,50,1,1,
88,51,1,1,
88,52,1,1,
88,53,1,1,
88,54,1,1,
88,55,1,1,
88,56,1,1,
88,57,1,1,
88,58,1,1,
88,59,1,1,
3,1,1,1,
3,2,1,1,
3,3,1,1,
3,4,1,1,
3,5,1,1,
3,6,1,1,
3,7,1,1,
3,8,1,1,
3,9,1,1,
3,10,1,1,
3,11,1,1,
3,12,1,1,
3,13,1,1,
3,14,1,1,
3,15,1,1,
3,16,1,1,
3,17,1,1,
3,18,1,1,
3,19,1,1,
3,20,1,1,
3,21,1,1,
3,22,1,1,
3,23,1,1,
3,24,1,1,
3,25,1,1,
3,26,1,1,
3,27,1,1,
3,28,1,1,
3,29,1,1,
3,30,1,1,
3,31,1,1,
3,32,1,1,
3,33,1,1,
3,34,1,1,
3,35,1,1,
3,36,1,1,
3,37,1,1,
3,38,1,1,
3,39,1,1,
3,40,1,1,
3,41,1,1,
3,42,1,1,
3,43,1,1,
3,44,1,1,
3,45,1,1,
3,46,1,1,
3,47,1,1,
3,48,1,1,
3,49,1,1,
3,50,1,1,
3,51,1,1,
3,52,1,1,
3,53,1,1,
3,54,1,1,
3,55,1,1,
3,56,1,1,
3,57,1,1,
3,58,1,1,
3,59,1,1,
3,60,1,1,
3,61,1,1,
3,62,1,1,
3,63,1,1,
3,64,1,1,
3,65,1,1,
3,66,1,1,
3,67,1,1,
3,68,1,1,
3,69,1,1,
3,70,1,1,
3,71,1,1,
3,72,1,1,
3,73,1,1,
3,74,1,1,
3,75,1,1,
3,76,1,1,
3,77,1,1,
3,78,1,1,
3,79,1,1,
3,80,1,1,
3,81,1,1,
3,82,1,1,
3,83,1,1,
3,84,1,1,
3,85,1,1,
3,86,1,1,
3,87,1,1,
3,88,1,1,
3,89,1,1,
3,90,1,1,
3,91,1,1,
3,92,1,1,
3,93,1,1,
3,94,1,1,
3,95,1,1,
3,96,1,1,
3,97,1,1,
3,98,1,1,
3,99,1,1,
3,100,1,1,
3,101,1,1,
3,102,1,1,
3,103,1,1,
3,104,1,1,
3,105,1,1,
3,106,1,1,
3,107,1,1,
3,108,1,1,
3,109,1,1,
3,110,1,1,
3,111,1,1,
3,112,1,1,
3,113,1,1,
3,114,1,1,
3,115,1,1,
3,116,1,1,
3,117,1,1,
3,118,1,1,
3,119,1,1,
3,120,1,1,
3,121,1,1,
3,122,1,1,
3,123,1,1,
3,124,1,1,
3,125,1,1,
3,126,1,1,
3,127,1,1,
3,128,1,1,
3,129,1,1,
3,130,1,1,
3,131,1,1,
3,132,1,1,
3,133,1,1,
3,134,1,1,
3,135,1,1,
3,136,1,1,
3,137,1,1,
3,138,1,1,
3,139,1,1,
3,140,1,1,
3,141,1,1,
3,142,1,1,
3,143,1,1,
3,144,1,1,
3,145,1,1,
3,146,1,1,
3,147,1,1,
3,148,1,1,
3,149,1,1,
3,150,1,1,
3,151,1,1,
47,1,1,1,
47,2,1,1,
47,3,1,1,
47,4,1,1,
47,5,1,1,
47,6,1,1,
47,7,1,1,
47,8,1,1,
47,9,1,1,
47,10,1,1,
47,11,1,1,
47,12,1,1,
47,13,1,1,
47,14,1,1,
47,15,1,1,
47,16,1,1,
47,17,1,1,
47,18,1,1,
47,19,1,1,
47,20,1,1,
47,21,1,1,
47,22,1,1,
47,23,1,1,
47,24,1,1,
47,25,1,1,
47,26,1,1,
47,27,1,1,
47,28,1,1,
47,29,1,1,
47,30,1,1,
47,31,1,1,
47,32,1,1,
47,33,1,1,
47,34,1,1,
47,35,1,1,
47,36,1,1,
47,37,1,1,
47,38,1,1,
47,39,1,1,
47,40,1,1,
47,41,1,1,
47,42,1,1,
47,43,1,1,
47,44,1,1,
47,45,1,1,
47,46,1,1,
47,47,1,1,
89,1,1,1,
89,2,1,1,
89,3,1,1,
89,4,1,1,
89,5,1,1,
89,6,1,1,
89,7,1,1,
89,8,1,1,
89,9,1,1,
89,10,1,1,
89,11,1,1,
89,12,1,1,
89,13,1,1,
89,14,1,1,
89,15,1,1,
89,16,1,1,
89,17,1,1,
89,18,1,1,
89,19,1,1,
89,20,1,1,
89,21,1,1,
89,22,1,1,
89,23,1,1,
89,24,1,1,
89,25,1,1,
89,26,1,1,
89,27,1,1,
89,28,1,1,
89,29,1,1,
89,30,1,1,
89,31,1,1,
89,32,1,1,
89,33,1,1,
89,34,1,1,
89,35,1,1,
89,36,1,1,
4,1,1,1,
4,2,1,1,
4,3,1,1,
4,4,1,1,
4,5,1,1,
4,6,1,1,
4,7,1,1,
4,8,1,1,
4,9,1,1,
4,10,1,1,
4,11,1,1,
4,12,1,1,
4,13,1,1,
4,14,1,1,
4,15,1,1,
4,16,1,1,
4,17,1,1,
4,18,1,1,
4,19,1,1,
4,20,1,1,
4,21,1,1,
4,22,1,1,
4,23,1,1,
4,24,1,1,
4,25,1,1,
4,26,1,1,
4,27,1,1,
4,28,1,1,
4,29,1,1,
4,30,1,1,
4,31,1,1,
4,32,1,1,
4,33,1,1,
4,34,1,1,
4,35,1,1,
4,36,1,1,
4,37,1,1,
4,38,1,1,
4,39,1,1,
4,40,1,1,
4,41,1,1,
4,42,1,1,
4,43,1,1,
4,44,1,1,
4,45,1,1,
4,46,1,1,
4,47,1,1,
4,48,1,1,
4,49,1,1,
4,50,1,1,
4,51,1,1,
4,52,1,1,
4,53,1,1,
4,54,1,1,
4,55,1,1,
4,56,1,1,
4,57,1,1,
4,58,1,1,
4,59,1,1,
4,60,1,1,
4,61,1,1,
4,62,1,1,
4,63,1,1,
4,64,1,1,
4,65,1,1,
4,66,1,1,
4,67,1,1,
4,68,1,1,
4,69,1,1,
4,70,1,1,
4,71,1,1,
4,72,1,1,
4,73,1,1,
4,74,1,1,
4,75,1,1,
4,76,1,1,
4,77,1,1,
4,78,1,1,
4,79,1,1,
4,80,1,1,
4,81,1,1,
4,82,1,1,
4,83,1,1,
4,84,1,1,
4,85,1,1,
4,86,1,1,
4,87,1,1,
4,88,1,1,
4,89,1,1,
4,90,1,1,
4,91,1,1,
4,92,1,1,
4,93,1,1,
4,94,1,1,
4,95,1,1,
4,96,1,1,
4,97,1,1,
4,98,1,1,
4,99,1,1,
4,100,1,1,
4,101,1,1,
4,102,1,1,
4,103,1,1,
4,104,1,1,
4,105,1,1,
4,106,1,1,
4,107,1,1,
4,108,1,1,
4,109,1,1,
4,110,1,1,
4,111,1,1,
4,112,1,1,
4,113,1,1,
4,114,1,1,
4,115,1,1,
4,116,1,1,
4,117,1,1,
4,118,1,1,
4,119,1,1,
4,120,1,1,
4,121,1,1,
4,122,1,1,
4,123,1,1,
4,124,1,1,
4,125,1,1,
4,126,1,1,
4,127,1,1,
4,128,1,1,
4,129,1,1,
4,130,1,1,
48,1,1,1,
48,2,1,1,
48,3,1,1,
48,4,1,1,
48,5,1,1,
48,6,1,1,
48,7,1,1,
48,8,1,1,
90,1,1,1,
90,2,1,1,
90,3,1,1,
90,4,1,1,
90,5,1,1,
90,6,1,1,
90,7,1,1,
90,8,1,1,
90,9,1,1,
90,10,1,1,
90,11,1,1,
90,12,1,1,
90,13,1,1,
90,14,1,1,
90,15,1,1,
90,16,1,1,
90,17,1,1,
90,18,1,1,
90,19,1,1,
90,20,1,1,
90,21,1,1,
90,22,1,1,
90,23,1,1,
90,24,1,1,
90,25,1,1,
90,26,1,1,
90,27,1,1,
90,28,1,1,
90,29,1,1,
90,30,1,1,
90,31,1,1,
